country,year,indicator,value
Saudi Arabia,2017,Male   (000),515.983
Saudi Arabia,2017,Female   (000),19.958
Saudi Arabia,2017,Number of employees by nationality   (000),535.941
Saudi Arabia,2017,Nationals   (000),119.395
Saudi Arabia,2017,Other nationalities other than above   (000),416.54600000000005
Saudi Arabia,2017,Direct Contribution of Tourism to Employment   (%),0.03946213355711424
Saudi Arabia,2017,Inbound tourism expenditure over GDP   (%),2.1812813030325833
Saudi Arabia,2017,Outbound tourism expenditure over GDP   (%),2.7687169136029426
Saudi Arabia,2017,Tourism balance (inbound minus outbound tourism expenditure) over GDP   (%),-0.5999999999999996
Saudi Arabia,2017,"Tourism openness (inbound plus outbound tourism expenditure, over GDP)   (%)",5.0
Saudi Arabia,2017,Tourism coverage (inbound over outbound tourism expenditure)   (%),78.78311041174928
Saudi Arabia,2017,Inbound tourism expenditure over exports of goods   (%),6.7699832575434895
Saudi Arabia,2017,Inbound tourism expenditure over exports of services   (%),82.83861509401721
Saudi Arabia,2017,Inbound tourism expenditure over exports of goods and services   (%),6.258506968989079
Saudi Arabia,2017,Inbound tourism expenditure over Balance of Payments current account credits   (%),5.801373354832892
Saudi Arabia,2017,Outbound tourism expenditure over imports of goods   (%),15.449676051367916
Saudi Arabia,2017,Outbound tourism expenditure over imports of services   (%),24.26342576893294
Saudi Arabia,2017,Outbound tourism expenditure over imports of goods and services   (%),9.439254322733397
Saudi Arabia,2017,Outbound tourism expenditure over Balance of Payments current account debits   (%),7.673887493270207
Saudi Arabia,2017,Gross travel propensity   (%),2.097241678639122
Saudi Arabia,2017,Demand Carrying capacity   (%),1.810509310195953
Saudi Arabia,2017,8_9_1 Tourism direct GDP as a proportion of total GDP and in growth rate   (%),2.33
Saudi Arabia,2017,12_b_1 Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools   (%),0.0
Saudi Arabia,2017,Inbound tourists (Intra Tourism)  (000) — Gulf Cooperation Council,3781.380316488001
Saudi Arabia,2017,Inbound tourists (Intra Tourism)  (000) — Emirates,649.90194269344
Saudi Arabia,2017,Inbound tourists (Intra Tourism)  (000) — Bahrain,568.5641766559149
Saudi Arabia,2017,Inbound tourists (Intra Tourism)  (000) — Oman,195.15554631786898
Saudi Arabia,2017,Inbound tourists (Intra Tourism)  (000) — Qatar,274.9349218659681
Saudi Arabia,2017,Inbound tourists (Intra Tourism)  (000) — Kuwait,2092.8237289548088
Saudi Arabia,2017,Inbound tourists (Intra Tourism)  (000) — Other Countries,12327.550543095876
Saudi Arabia,2017,Same day visitors coming (Intra Tourism)(000) — Gulf Cooperation Council,2497.4360068528968
Saudi Arabia,2017,Same day visitors coming (Intra Tourism)(000) — Emirates,54.879701467527006
Saudi Arabia,2017,Same day visitors coming (Intra Tourism)(000) — Bahrain,1578.4030833785969
Saudi Arabia,2017,Same day visitors coming (Intra Tourism)(000) — Oman,93.96402183650498
Saudi Arabia,2017,Same day visitors coming (Intra Tourism)(000) — Qatar,309.1340306020239
Saudi Arabia,2017,Same day visitors coming (Intra Tourism)(000) — Kuwait,461.05516956824397
Saudi Arabia,2017,Same day visitors coming (Intra Tourism)(000) — Other Countries,0.525369471751219
Saudi Arabia,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Gulf Cooperation Council,12349.302761237856
Saudi Arabia,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Emirates,2600.413709264388
Saudi Arabia,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Bahrain,1505.8468233621327
Saudi Arabia,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Oman,1156.0269305624552
Saudi Arabia,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Qatar,753.0388644075827
Saudi Arabia,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Kuwait,6333.976433641297
Saudi Arabia,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Other Countries,158686.4951905354
Saudi Arabia,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Gulf Cooperation Council,2633.6520746593187
Saudi Arabia,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Emirates,712.6086605142928
Saudi Arabia,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Bahrain,314.77330323653405
Saudi Arabia,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Oman,311.17817037069625
Saudi Arabia,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Qatar,162.03368196140187
Saudi Arabia,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Kuwait,1133.0582585763939
Saudi Arabia,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Other Countries,23440.590355806187
Saudi Arabia,2017,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Gulf Cooperation Council,292.66366653054973
Saudi Arabia,2017,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Emirates,2.596700143516838
Saudi Arabia,2017,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Bahrain,251.43312048980593
Saudi Arabia,2017,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Oman,4.822525741664055
Saudi Arabia,2017,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Qatar,12.487601206016926
Saudi Arabia,2017,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Kuwait,21.323718949545977
Saudi Arabia,2017,Expenditure of Same day visitors coming (Intra Tourism)   (Million$) — Other Countries,0.2755982529522787
Saudi Arabia,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Emirates,649.9019426934401
Saudi Arabia,2017,Inbound tourists by Air (Intra Tourism) (000) — Emirates,224.17747445331824
Saudi Arabia,2017,Inbound tourists by land (Intra Tourism)  (000) — Emirates,425.7244682401219
Saudi Arabia,2017,Inbound tourists by water(Intra Tourism)  (000) — Emirates,0.2782085845396071
Saudi Arabia,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Bahrain,568.5641766559136
Saudi Arabia,2017,Inbound tourists by Air (Intra Tourism) (000) — Bahrain,83.01089760728206
Saudi Arabia,2017,Inbound tourists by land (Intra Tourism)  (000) — Bahrain,485.5532790486315
Saudi Arabia,2017,Inbound tourists by water(Intra Tourism)  (000) — Bahrain,0.2782085845396071
Saudi Arabia,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Oman,195.15554631786907
Saudi Arabia,2017,Inbound tourists by Air (Intra Tourism) (000) — Oman,174.87401600461607
Saudi Arabia,2017,Inbound tourists by land (Intra Tourism)  (000) — Oman,20.281530313253008
Saudi Arabia,2017,Inbound tourists by water(Intra Tourism)  (000) — Oman,0.2782085845396071
Saudi Arabia,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Qatar,274.93492186596825
Saudi Arabia,2017,Inbound tourists by Air (Intra Tourism) (000) — Qatar,48.030253277494985
Saudi Arabia,2017,Inbound tourists by land (Intra Tourism)  (000) — Qatar,226.90466858847324
Saudi Arabia,2017,Inbound tourists by water(Intra Tourism)  (000) — Qatar,0.2782085845396071
Saudi Arabia,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Kuwait,2092.823728954803
Saudi Arabia,2017,Inbound tourists by Air (Intra Tourism) (000) — Kuwait,240.94584787528595
Saudi Arabia,2017,Inbound tourists by land (Intra Tourism)  (000) — Kuwait,1851.877881079517
Saudi Arabia,2017,Inbound tourists by water(Intra Tourism)  (000) — Kuwait,0.2782085845396071
Saudi Arabia,2017,Inbound tourists  by reason ot the tour (Intra Tourism) (000) — Emirates,649.9019426934397
Saudi Arabia,2017,Inbound tourists by Personal reasons (Intra Tourism) (000) — Emirates,570.2059521701257
Saudi Arabia,2017,Inbound tourists by Business and professional reason (Intra Tourism)  (000) — Emirates,79.695990523314
Saudi Arabia,2017,Inbound tourists  by reason ot the tour (Intra Tourism) (000) — Bahrain,568.5641766559152
Saudi Arabia,2017,Inbound tourists by Personal reasons (Intra Tourism) (000) — Bahrain,537.4503024756201
Saudi Arabia,2017,Inbound tourists by Business and professional reason (Intra Tourism)  (000) — Bahrain,31.113874180295
Saudi Arabia,2017,Inbound tourists  by reason ot the tour (Intra Tourism) (000) — Oman,195.155546317869
Saudi Arabia,2017,Inbound tourists by Personal reasons (Intra Tourism) (000) — Oman,108.08987975173103
Saudi Arabia,2017,Inbound tourists by Business and professional reason (Intra Tourism)  (000) — Oman,87.06566656613798
Saudi Arabia,2017,Inbound tourists  by reason ot the tour (Intra Tourism) (000) — Qatar,274.93492186596797
Saudi Arabia,2017,Inbound tourists by Personal reasons (Intra Tourism) (000) — Qatar,256.91178667755395
Saudi Arabia,2017,Inbound tourists by Business and professional reason (Intra Tourism)  (000) — Qatar,18.023135188414
Saudi Arabia,2017,Inbound tourists  by reason ot the tour (Intra Tourism) (000) — Kuwait,2092.823728954812
Saudi Arabia,2017,Inbound tourists by Personal reasons (Intra Tourism) (000) — Kuwait,2025.4368147952928
Saudi Arabia,2017,Inbound tourists by Business and professional reason (Intra Tourism)  (000) — Kuwait,67.386914159519
Saudi Arabia,2017,Outbound tourists (Intra Tourism)  (000) — Gulf Cooperation Council,10001.358834941424
Saudi Arabia,2017,Outbound tourists (Intra Tourism)  (000) — Emirates,3712.7067843402383
Saudi Arabia,2017,Outbound tourists (Intra Tourism)  (000) — Bahrain,3530.8593896399843
Saudi Arabia,2017,Outbound tourists (Intra Tourism)  (000) — Oman,304.50660239167433
Saudi Arabia,2017,Outbound tourists (Intra Tourism)  (000) — Qatar,488.9256360427643
Saudi Arabia,2017,Outbound tourists (Intra Tourism)  (000) — Kuwait,1964.3604225267648
Saudi Arabia,2017,Outbound tourists (Intra Tourism)  (000) — Other Countries,11144.494737321169
Saudi Arabia,2017,Same day visitors leaving (Intra Tourism)(000) — Gulf Cooperation Council,7602.411665690246
Saudi Arabia,2017,Same day visitors leaving (Intra Tourism)(000) — Emirates,109.522897069688
Saudi Arabia,2017,Same day visitors leaving (Intra Tourism)(000) — Bahrain,6332.163185356382
Saudi Arabia,2017,Same day visitors leaving (Intra Tourism)(000) — Oman,58.6429650331897
Saudi Arabia,2017,Same day visitors leaving (Intra Tourism)(000) — Qatar,252.07370409056267
Saudi Arabia,2017,Same day visitors leaving (Intra Tourism)(000) — Kuwait,850.008914140423
Saudi Arabia,2017,Same day visitors leaving (Intra Tourism)(000) — Other Countries,1.8189894035458565e-12
Saudi Arabia,2017,Number of nights for Tourists leaving (Intra Tourism) (000) — Gulf Cooperation Council,50606.38504771701
Saudi Arabia,2017,Number of nights for Tourists leaving (Intra Tourism) (000) — Emirates,25561.20557152932
Saudi Arabia,2017,Number of nights for Tourists leaving (Intra Tourism) (000) — Bahrain,12952.707204258937
Saudi Arabia,2017,Number of nights for Tourists leaving (Intra Tourism) (000) — Oman,1926.7129338707825
Saudi Arabia,2017,Number of nights for Tourists leaving (Intra Tourism) (000) — Qatar,1765.7184762776835
Saudi Arabia,2017,Number of nights for Tourists leaving (Intra Tourism) (000) — Kuwait,8400.04086178029
Saudi Arabia,2017,Number of nights for Tourists leaving (Intra Tourism) (000) — Other Countries,278030.0710512671
Saudi Arabia,2017,Expenditure of Outbound tourists(Intra Tourism) (Million$) — Gulf Cooperation Council,6453.314919777486
Saudi Arabia,2017,Expenditure of Outbound tourists(Intra Tourism) (Million$) — Emirates,3184.0778815706785
Saudi Arabia,2017,Expenditure of Outbound tourists(Intra Tourism) (Million$) — Bahrain,1903.0678856224847
Saudi Arabia,2017,Expenditure of Outbound tourists(Intra Tourism) (Million$) — Oman,169.59231281691345
Saudi Arabia,2017,Expenditure of Outbound tourists(Intra Tourism) (Million$) — Qatar,200.0586967718752
Saudi Arabia,2017,Expenditure of Outbound tourists(Intra Tourism) (Million$) — Kuwait,996.5181429955336
Saudi Arabia,2017,Expenditure of Outbound tourists(Intra Tourism) (Million$) — Other Countries,14321.263305434184
Saudi Arabia,2017,Expenditure of Same day visitors leaving (Intra Tourism)   (Million$) — Gulf Cooperation Council,1111.3694761101913
Saudi Arabia,2017,Expenditure of Same day visitors leaving (Intra Tourism)   (Million$) — Emirates,31.954118910229
Saudi Arabia,2017,Expenditure of Same day visitors leaving (Intra Tourism)   (Million$) — Bahrain,881.1715129067743
Saudi Arabia,2017,Expenditure of Same day visitors leaving (Intra Tourism)   (Million$) — Oman,8.165787208926645
Saudi Arabia,2017,Expenditure of Same day visitors leaving (Intra Tourism)   (Million$) — Qatar,8.165787208926645
Saudi Arabia,2017,Expenditure of Same day visitors leaving (Intra Tourism)   (Million$) — Kuwait,8.165787208926645
Saudi Arabia,2017,Expenditure of Same day visitors leaving (Intra Tourism)   (Million$) — Other Countries,8.165787208926645
Saudi Arabia,2017,Outbound tourists  Mode of Transport (Intra Tourism)  (000) — Emirates,8.165787208926645
Saudi Arabia,2017,Outbound tourists by Air (Intra Tourism) (000) — Emirates,8.165787208926645
Saudi Arabia,2017,Outbound tourists by land (Intra Tourism)  (000) — Emirates,8.165787208926645
Saudi Arabia,2017,Outbound tourists by water(Intra Tourism)  (000) — Emirates,0.0
Saudi Arabia,2017,Outbound tourists  Mode of Transport (Intra Tourism)  (000) — Bahrain,3530.8593896399807
Saudi Arabia,2017,Outbound tourists by Air (Intra Tourism) (000) — Bahrain,455.1228822842631
Saudi Arabia,2017,Outbound tourists by land (Intra Tourism)  (000) — Bahrain,3075.7365073557175
Saudi Arabia,2017,Outbound tourists by water(Intra Tourism)  (000) — Bahrain,0.0
Saudi Arabia,2017,Outbound tourists  Mode of Transport (Intra Tourism)  (000) — Oman,304.50660239167433
Saudi Arabia,2017,Outbound tourists by Air (Intra Tourism) (000) — Oman,44.209964608545995
Saudi Arabia,2017,Outbound tourists by land (Intra Tourism)  (000) — Oman,260.29663778312835
Saudi Arabia,2017,Outbound tourists by water(Intra Tourism)  (000) — Oman,0.0
Saudi Arabia,2017,Outbound tourists  Mode of Transport (Intra Tourism)  (000) — Qatar,488.92563604276427
Saudi Arabia,2017,Outbound tourists by Air (Intra Tourism) (000) — Qatar,32.353240436248
Saudi Arabia,2017,Outbound tourists by land (Intra Tourism)  (000) — Qatar,456.57239560651624
Saudi Arabia,2017,Outbound tourists by water(Intra Tourism)  (000) — Qatar,0.0
Saudi Arabia,2017,Outbound tourists  Mode of Transport (Intra Tourism)  (000) — Kuwait,1964.3604225267645
Saudi Arabia,2017,Outbound tourists by Air (Intra Tourism) (000) — Kuwait,109.15219217332199
Saudi Arabia,2017,Outbound tourists by land (Intra Tourism)  (000) — Kuwait,1855.2082303534426
Saudi Arabia,2017,Outbound tourists by water(Intra Tourism)  (000) — Kuwait,0.0
Saudi Arabia,2017,Outbound tourists  by reason ot the tour (Intra Tourism) (000) — Emirates,3712.7067843402315
Saudi Arabia,2017,Outbound tourists by Personal reasons (Intra Tourism) (000) — Emirates,3396.7334653860084
Saudi Arabia,2017,Outbound tourists by Business and professional reason (Intra Tourism)  (000) — Emirates,315.97331895422303
Saudi Arabia,2017,Outbound tourists  by reason ot the tour (Intra Tourism) (000) — Bahrain,3530.859389639987
Saudi Arabia,2017,Outbound tourists by Personal reasons (Intra Tourism) (000) — Bahrain,3379.790366625435
Saudi Arabia,2017,Outbound tourists by Business and professional reason (Intra Tourism)  (000) — Bahrain,151.069023014552
Saudi Arabia,2017,Outbound tourists  by reason ot the tour (Intra Tourism) (000) — Oman,304.5066023916743
Saudi Arabia,2017,Outbound tourists by Personal reasons (Intra Tourism) (000) — Oman,304.5066023916743
Saudi Arabia,2017,Outbound tourists by Business and professional reason (Intra Tourism)  (000) — Oman,0.0
Saudi Arabia,2017,Outbound tourists  by reason ot the tour (Intra Tourism) (000) — Qatar,488.9256360427643
Saudi Arabia,2017,Outbound tourists by Personal reasons (Intra Tourism) (000) — Qatar,432.3359177477863
Saudi Arabia,2017,Outbound tourists by Business and professional reason (Intra Tourism)  (000) — Qatar,56.589718294978006
Saudi Arabia,2017,Outbound tourists  by reason ot the tour (Intra Tourism) (000) — Kuwait,1964.3604225267645
Saudi Arabia,2017,Outbound tourists by Personal reasons (Intra Tourism) (000) — Kuwait,1924.0028904411324
Saudi Arabia,2017,Outbound tourists by Business and professional reason (Intra Tourism)  (000) — Kuwait,40.357532085631995
Oman,2017,Total number of inbound visitors (000),3178.217650391427
Oman,2017,Total number of tourists   (000),2315.709979579244
Oman,2017,Same-day Visitor   (000),862.5076708121828
Oman,2017,Number of tourists arriving according to groups of countries coming from them,2315.7099795792437
Oman,2017,Inbound Tourism from GCC (000) — Gulf Cooperation Council,1555.3745971796452
Oman,2017,Inbound Tourism from UAE  (000) — Emirates,1312.97259217822
Oman,2017,Inbound Tourism from KSA  (000) — Saudi Arabia,113.23027351352093
Oman,2017,Inbound Tourism from  Bahrain  (000) — Bahrain,38.24637859697724
Oman,2017,Inbound Tourism from Qatar  (000) — Qatar,56.35272592590643
Oman,2017,Inbound Tourism from Kuwait  (000) — Kuwait,34.57262696502059
Oman,2017,Inbound Tourism Africa  (000) — Africa,8.265941171902455
Oman,2017,Inbound Tourism from Americas  (000) — America,41.5265139826528
Oman,2017,Inbound Tourism from  Asia and the Pacific  (000) — Asia and Pacific,58.18960174188474
Oman,2017,Personal   (000),1875.099697651162
Oman,2017,"holidays, leisure and recreation   (000)",814.7669859496332
Oman,2017,other personal purposes   (000),1060.3327117015288
Oman,2017,Business and professional   (000),440.61028192808214
Oman,2017,Total number of tourist by method of arrival   (000),2315.709979579244
Oman,2017,Air   (000),616.0126752579158
Oman,2017,Land   (000),1699.6973043213284
Oman,2017,Water   (000),0.0
Oman,2017,Guests   (000),2315.7099795792437
Oman,2017,Guests in all types of accommodatio   (000),1274.7319651753455
Oman,2017,Guests in hotels and similar establishments   (000),1040.9780144038982
Oman,2017,Overnights   (Night),17479.90530864703
Oman,2017,Overnights in all types of accommodation   (Night),9622.186820311232
Oman,2017,Overnights in hotels and similar establishments   (Night),7857.7184883358
Oman,2017,Total expenditure by type expenditure   (US$ Mn),1384.3011983127158
Oman,2017,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),1004.6494535152057
Oman,2017,International Passenger transport   (US$ Mn),379.6517447975101
Oman,2017,Expenditure by type of tourist   (US$ Mn),1384.3011983127158
Oman,2017,Expenditure by main purpose of the trip   (US$ Mn),1384.3011983127158
Oman,2017,Personal   (US$ Mn),1168.1763810648374
Oman,2017,Business and professional   (US$ Mn),216.1248172478784
Oman,2017,Total number of tourists   (000),7.548400042661242
Oman,2017,Same-day Visitor   (000),7.5484000426612425
Oman,2017,Total number of tourists by main Purpose of Trips   (000),8.229693738563794
Oman,2017,Personal   (000),219.25447604434513
Oman,2017,"holidays, leisure and recreation   (000)",28.445002100478078
Oman,2017,Tourism Expenditure   (US$ Mn),1965.1155995078457
Oman,2017,Total number of departing visitors (000),6368.101192562466
Oman,2017,Total number of tourists   (000),4472.753724418801
Oman,2017,Same-day Visitor   (000),1895.3474681436655
Oman,2017,Outbound Tourism from  Asia and the Pacific  (000) — Asia and Pacific,6368.101192562466
Oman,2017,Outbound Tourism from Europe  (000) — Aruba,4472.753724418801
Oman,2017,Outbound Tourism from Middle East  (000) — Middle East,1895.3474681436655
Oman,2017,Total expenditure by type expenditure   (US$ Mn),1672.2211589247468
Oman,2017,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),1311.1702512672034
Oman,2017,International Passenger transport   (US$ Mn),361.05090765754335
Oman,2017,Expenditure by type of tourist   (US$ Mn),1672.2211589247468
Oman,2017,Expenditure by main purpose of the trip   (US$ Mn),1672.2211589247468
Oman,2017,Total number of tourist establishments   (Unit),359.0
Oman,2017,Accommodation for visitors (hotels and similar establishments)   (Unit),359.0
Oman,2017,Other accommodation services   (Unit),1672.2211589247468
Oman,2017,Food and beverage serving activities   (Unit),1311.1702512672034
Oman,2017,Passenger transportation   (Unit),361.05090765754335
Oman,2017,Travel agencies and other reservation services activities   (Unit),1672.2211589247468
Oman,2017,Output of  monetary indicators   (US$ Mn),3349.4167978205605
Oman,2017,Intermediate consumption of  monetary indicators   (US$ Mn),1428.8819143538765
Oman,2017,Gross value added  of  monetary indicators   (US$ Mn),1920.5348834666854
Oman,2017,Number of rooms in accommodation services by type   (Room),19520.0
Oman,2017,Number of beds in accommodation services (bed),30489.0
Oman,2017,Occupancy rate of rooms / apartments in furnished apartments   (%),45.24207839150331
Oman,2017,Occupancy rate / bed-places   (%),359.0
Oman,2017,Output of accommodation for visitors (hotels and similar establishments)   (US$ Mn),582.3814783422947
Oman,2017,Intermediate consumption of accommodation for visitors (hotels and similar establishments)   (US$ Mn),201.26967838880475
Oman,2017,Gross value added of accommodation for visitors (hotels and similar establishments)   (US$ Mn),381.11179995348994
Oman,2017,Output of travel agencies and other reservation service activities   (US$ Mn),233.29409634799637
Oman,2017,Intermediate consumption of travel agencies and other reservation service activities   (US$ Mn),101.81320129167086
Oman,2017,Gross value added of travel agencies and other reservation service activities   (US$ Mn),131.4808950563255
Oman,2017,Total number of emloyees in all  accommodation   (000),14.05
Oman,2017,Accommodation for visitors (hotels and similar establishments)   (000),14.05
Oman,2017,Female   (000),233.29409634799637
Oman,2017,Total number of emloyees (Self employed)   (000),101.81320129167086
Oman,2017,Male   (000),131.4808950563255
Oman,2017,Other nationalities other than above   (000),14.05
Oman,2017,Tourism Direct Gross Value Added   (US$ Mn),1920.5348834666854
Oman,2017,Tourism Direct Gross Domestic Product   (US$ Mn),1920.5348834666854
Oman,2017,Direct Contribution of Tourism to GDP   (%),2.7203804193809895
Oman,2017,Inbound tourism expenditure over GDP   (%),1.9608213872262508
Oman,2017,Outbound tourism expenditure over GDP   (%),2.3686514297527865
Oman,2017,Tourism balance (inbound minus outbound tourism expenditure) over GDP   (%),0.40783004252653576
Oman,2017,"Tourism openness (inbound plus outbound tourism expenditure, over GDP)   (%)",4.329472816979037
Oman,2017,Tourism coverage (inbound over outbound tourism expenditure)   (%),0.8278218409835418
Oman,2017,8_9_1 Tourism direct GDP as a proportion of total GDP and in growth rate   (%),0.34316161506457377
Oman,2017,Inbound tourists (Intra Tourism)  (000) — Gulf Cooperation Council,1555.3745971796452
Oman,2017,Inbound tourists (Intra Tourism)  (000) — Emirates,1312.97259217822
Oman,2017,Inbound tourists (Intra Tourism)  (000) — Bahrain,38.24637859697724
Oman,2017,Inbound tourists (Intra Tourism)  (000) — Saudi Arabia,113.23027351352093
Oman,2017,Inbound tourists (Intra Tourism)  (000) — Qatar,56.35272592590643
Oman,2017,Inbound tourists (Intra Tourism)  (000) — Kuwait,34.57262696502059
Oman,2017,Inbound tourists (Intra Tourism)  (000) — Other Countries,760.3353823995989
Oman,2017,Same day visitors coming (Intra Tourism)(000) — Kuwait,0.34316161506457377
Oman,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Emirates,1555.3745971796452
Oman,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Bahrain,1312.97259217822
Oman,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Saudi Arabia,38.24637859697724
Oman,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Qatar,113.23027351352093
Oman,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Kuwait,56.35272592590643
Oman,2017,Number of nights for Tourists coming (Intra Tourism) (000) — Other Countries,34.57262696502059
Oman,2017,Expenditure of Inbound tourists(Intra Tourism) (Million$) — Gulf Cooperation Council,760.3353823995989
Oman,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Emirates,1312.97259217822
Oman,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Bahrain,38.24637859697724
Oman,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Saudi Arabia,113.23027351352093
Oman,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Qatar,56.35272592590643
Oman,2017,Inbound tourists by water(Intra Tourism)  (000) — Qatar,1312.97259217822
Oman,2017,Inbound tourists  Mode of Transport (Intra Tourism)  (000) — Kuwait,34.57262696502059
Oman,2017,Inbound tourists by water(Intra Tourism)  (000) — Kuwait,38.24637859697724
Oman,2017,Inbound tourists  by reason ot the tour (Intra Tourism) (000) — Bahrain,113.23027351352093
Oman,2017,Inbound tourists by Personal reasons (Intra Tourism) (000) — Saudi Arabia,56.35272592590643
Oman,2017,Inbound tourists by Business and professional reason (Intra Tourism)  (000) — Qatar,34.57262696502059
Qatar,2017,Total number of inbound visitors (000),2255.8
Qatar,2017,Total number of tourists   (000),2255.8
Qatar,2017,Number of tourists arriving according to groups of countries coming from them,2255.8
Qatar,2017,Inbound Tourism from GCC (000) — Gulf Cooperation Council,753.0
Qatar,2017,Inbound Tourism from UAE  (000) — Emirates,58.2
Qatar,2017,Inbound Tourism from  Bahrain  (000) — Bahrain,68.4
Qatar,2017,Inbound Tourism from KSA  (000) — Saudi Arabia,467.9
Qatar,2017,Inbound Tourism from Oman  (000) — Oman,74.5
Qatar,2017,Inbound Tourism from Kuwait  (000) — Kuwait,84.0
Qatar,2017,Inbound Tourism Africa  (000) — Africa,97.046
Qatar,2017,Inbound Tourism from Americas  (000) — America,155.752
Qatar,2017,Inbound Tourism from  Asia and the Pacific  (000) — Asia and Pacific,214.458
Qatar,2017,Inbound Tourism from Europe  (000) — Aruba,483.47
Qatar,2017,Inbound Tourism from Middle East  (000) — Middle East,114.64999999999998
Qatar,2017,Inbound Tourism from Other not classified  (000) — Other Countries,437.505
Qatar,2017,Total number of tourist by method of arrival   (000),2255.841
Qatar,2017,Air   (000),1672.628
Qatar,2017,Land   (000),524.599
Qatar,2017,Water   (000),58.614
Qatar,2017,Guests   (000),1371.325
Qatar,2017,Guests in all types of accommodatio   (000),1371.325
Qatar,2017,Guests in hotels and similar establishments   (000),1371.325
Qatar,2017,Overnights   (Night),4868.982
Qatar,2017,Overnights in all types of accommodation   (Night),4868.982
Qatar,2017,Overnights in hotels and similar establishments   (Night),4868.982
Qatar,2017,Total expenditure by type expenditure   (US$ Mn),5971.0
Qatar,2017,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),5971.0
Qatar,2017,International Passenger transport   (US$ Mn),5971.0
Qatar,2017,Total guests   (000),5239.92625
Qatar,2017,Guests in hotels and similar establishments   (000),5239.92625
Qatar,2017,Overnights   (Night),4433.684
Qatar,2017,Overnights in hotels and similar establishments   (Night),4433.684
Qatar,2017,Total expenditure by type expenditure   (US$ Mn),12284.0
Qatar,2017,Expenditure on tourism & non-tourism products inside the reference economy   (US$ Mn),9638.0
Qatar,2017,International Passenger transport   (US$ Mn),2646.0
Qatar,2017,Number of Establishments   (Unit),102.0
Qatar,2017,Total number of tourist establishments   (Unit),110.0
Qatar,2017,Accommodation for visitors (hotels and similar establishments)   (Unit),110.0
Qatar,2017,Other accommodation services   (Unit),0.0
Qatar,2017,Food and beverage serving activities   (Unit),2155.0
Qatar,2017,Passenger transportation   (Unit),43.0
Qatar,2017,Travel agencies and other reservation services activities   (Unit),285.0
Qatar,2017,Number of rooms in accommodation services by type   (Room),23942.0
Qatar,2017,Number of beds in accommodation services (bed),30806.0
Qatar,2017,Occupancy rate of rooms / apartments in furnished apartments   (%),57.5
Qatar,2017,Average length of stay   (Night),3.55
Qatar,2017,Output of accommodation for visitors (hotels and similar establishments)   (US$ Mn),1361.0
Qatar,2017,Intermediate consumption of accommodation for visitors (hotels and similar establishments)   (US$ Mn),489.0
Qatar,2017,Gross value added of accommodation for visitors (hotels and similar establishments)   (US$ Mn),872.0
Qatar,2017,Compensation of employees of accommodation for visitors (hotels and similar establishments)   (US$ Mn),390.0
Qatar,2017,Output of travel agencies and other reservation service activities   (US$ Mn),220.0
Qatar,2017,Intermediate consumption of travel agencies and other reservation service activities   (US$ Mn),76.0
Qatar,2017,Gross value added of travel agencies and other reservation service activities   (US$ Mn),144.0
Qatar,2017,Compensation of employees of other reservation service activities   (US$ Mn),65.0
